,Unnamed: 0,content
173,173,　　或许是感受到来自外界的压力，这场本是意料之内的一场比赛，在富兰克林的带动下，让比赛充满悬念。相信在如此全面的数据前，没有人会觉得，这是个不合格的外援。(完)
174,174,"　　,中新网,北京1月19日电  由北京市青少年校园足球工作领导小组办公室主办，北京学生活动管理中心、北京市校园足球运动协会承办，睿泽体育协办的北京市青少年校园足球后备人才梯队建设冬训营，18日在北京市昌平区王府学校正式开营，来自北京市16个区的80名小球员将在这里开始为期6天(17日报到、22日闭营)的冬训。本次冬训旨在推进北京市校园足球工作开展，进一步提升青少年足球运动水平，完善中小学足球后备人才梯队建设，全面提高中小学生综合素质。"
175,175,　　据悉，这是北京市第二次举办校园足球冬训营，营员全部来自北京市各个中小学。他们都是“2016年北京市中小学生足球联赛”中的佼佼者，按年龄和性别分成小学男子甲组、小学男子乙组、小学女子组、初中男子组和高中男子组五个梯队，每个梯队16名队员。
176,176,　　与上届各区推荐选拔不同的是，本次冬训采用网络公开报名，教练集中选拔的方式，大大提高了选材覆盖面。共有来自74所学校的851名中小学生报名参训，经过两天的竞争与严格选拔，最终有80名小球员脱颖而出，获得了参与本次冬训的宝贵机会。
177,177,　　作为2015北京市青少年校园足球后备人才梯队建设足球冬训营的延续，此次冬训营教练组仍旧沿用中西结合的方式，由7位中方教练与8位外籍教练一起组成豪华教练团队。总教练马元安表示，本土教练更熟悉国内学生的情况，也方便与学生沟通，而外教能带来更多国外先进的教学理念，更多有趣的足球游戏，“中西结合”的教练组构成能让学生在乐趣中提高球技。
178,178,　　冬训营的最终目的还是让更多的孩子受益。本次冬训营期间，主办方还将邀请北京市16个区的16位一线体育教师和教练员进行实地观摩考察，参观公开训练示范课，提升体育教师和教练员的业务水平，为北京市青少年足球水平打下坚持的基础。
179,179,　　除了足球竞技水平的提高，冬训营期间还将同时开展文化、艺术和科技方面的教育工作，增加如“创意厨房”“手工制作”“日常急救”“团队拓展”等课程，提高学生的综合素质和动手能力，关注学生实际获得。在校园足球文化建设方面，开展“校园足球主题日”活动，建造“校园足球文化长廊”，为各梯队配备展板，由学员自主创作队徽、口号，同时还将分享足球知识、裁判手势图、训练心得以及绘画作品等等。在基地内营造浓郁的校园足球文化氛围，着力打造属于孩子们的寒假足球文化盛宴。(完)
180,180,　　原标题：翟晓川：当时不反抗，胳膊就断了
181,181,　　本报讯(记者  宋翔)昨晚没有北京队的比赛，他们将在周五与周日主场分别与江苏同曦队与江苏肯帝亚队较量。在此前与浙江广厦队林志杰发生冲突的翟晓川，因为被中国篮协停赛三场，他将缺席这些比赛。昨日接受采访时翟晓川表示，自己接受中国篮协的处罚，自己被停赛，对于队伍肯定有影响，心里不好受，但他相信队友会帮他分担，打好这些比赛。
182,182,　　在此前北京队客场与浙江广厦队的比赛中，林志杰使用了一些隐蔽的、有可能导致翟晓川受伤的小动作，这才激怒了翟晓川，他在后来做出了不理智的举动。前奥神球员霍楠对于这个事件也表达了自己的看法，他认为林志杰对翟晓川所做的这些动作非常危险，很可能导致翟晓川受伤，这是一种砸球员饭碗的行为。而霍楠也在微博上晒出了之后与翟晓川的聊天内容。翟晓川也表示，“下次不能抡拳头了，当时想控制但最后没能控制住。”昨日在结束训练后翟晓川再次对此做出了一些解释，他说：“这事导致后边三场比赛打不了，心里挺内疚的。但队友们一定会倍加努力，帮助球队打好这些比赛。”
183,183,　　位于湖北武汉的塔子湖训练基地，曾几次记录下中国足球的过往，这里既是2015年东亚四强赛的比赛场地，也曾在去年的2018年世界杯预选赛亚洲区12强赛期间成为国足备战的训练场。如今，塔子湖训练基地又将见证近年来中国足球发展的一个重要时刻，1月18日下午，第十届中国足球协会第三次会员大会审议通过了《中国足球协会2020行动计划》（以下简称“行动计划”），未来4年时间里中国足球开展各项工作有了基本依据。
184,184,　　两天的会议期间，“铺路石心态”成为中国足协主席蔡振华反复强调的内容。“达到计划中的每一个目标都是不容易的，要求我们在4年的决策中不能出现任何失误。”那么，4年的时间，在落实这项计划的每个目标过程中中国足球将发生什么样的变化，值得关注。
185,185,　　青训体系建设成重点
186,186,　　每逢一项足球计划出台，国家队的成绩目标都不可避免地成为引人关注的话题，“行动计划”的审议稿中提到，至2020年中国男足的世界排名进入世界前七十，并打入2019年亚洲杯四强，国奥队获得2020年东京奥运会的参赛资格。除此之外，对于国字号球队的成绩几乎没有其他要求。
187,187,　　蔡振华此前提到，国足成绩不是衡量足球改革的唯一标准，在“行动计划”中，共提出了足球的普及与推广、竞赛体系建设、人才队伍建设、国家队建设、国际交流、市场开发、女子足球、五人制足球与沙滩足球、协会的组织能力以及加强新闻舆论宣传等10项主要措施，涉及国家队成绩的只是其中一部分。
188,188,　　在蔡振华看来，青训体系的建设、地方足球协会改革以及中国足球职业联盟的成立将成为2017年工作的3个重点。2015年8月，《中国足球协会调整改革方案》正式公布，中国足协与国家体育总局脱钩，在一年多的时间里，中国足协在内部机构设置、工作计划制订、国际交流等方面都拥有了相应的自主权，成为“政社分开”、理顺足球管理体制的一大亮点。
189,189,　　不过，地方足协与地方体育局的脱钩进度却进展不一，目前已有33个地方足协基本制订了本地区的足球改革发展方案与足协调整改革方案，仍旧有将近1/4的地方足协进展较为缓慢。在已经制订改革方案的地方足协中，也有不少表示需要中国足协具体的指导意见。对此，蔡振华表示，脱钩并不意味着没有要求，“要做到脱钩不脱离、加强不削弱、实干不观望。”蔡振华说，“地方足协是重要抓手，肩负着地方足球发展重任，虽然脱钩后问题比较多，但改革已成为共识。”
190,190,　　青训关键是体教协同
191,191,　　与“行动计划”同时通过审议的，还有《中国足球青训体系建设“165”行动计划》，即完善中国足协与全国青少年校园足球工作领导小组办公室在统一规划下的工作机制，推动青训中心、职业俱乐部梯队、社会足球青训机构等6个平台的建设，同时强化技术服务、青少年竞赛训练体系等5个方面的保障。
192,192,　　不少会员代表在讨论中指出，青训体系的建设关键在于体育与教育两个系统的协同工作机制能够有效运转。“过去我们总喊中国足球青训不行，但却从来没有按足球规律来抓青训。”蔡振华呼吁要树立“大青训观”，“做好青训工作，各方都应提高共享和开放的水平。”
193,193,　　实际上，体育与教育系统各自一直都对青少年足球的发展做着努力。据教育部体卫艺司司长王登峰介绍，截至去年12月，教育部已在全国认定了13371所校园足球特色校，并完成了校园足球教学指南的制订。“按每周一节足球课的标准来算，义务教育阶段9年共360节足球课每一节怎么上，都做了具体设计。”而在体育系统方面，据中国足协副主席李毓毅介绍，2016年全国共有168支队伍参加了U系列比赛，比赛场次共计2241场。
194,194,　　但是，体育与教育两个系统之间的壁垒，尤其是双方在比赛以及球员注册两个系统的互不相通，使得双方难以形成合力，随着《中国足球青训体系建设“165”行动计划》的审议通过，这道壁垒也有了打破的可能。李毓毅透露，该计划草案的提出是由中国足协与校足办多次联合调研所形成，双方在此期间也达成了不少共识，“在球员注册方面双方的态度是一致的，今后中国足协的注册系统也将容纳教育系统的球员。”2017年，中国足协将在若干地区组织青少年区域性的周末主客场联赛，而校园足球竞赛体系中的球队也可以参加。李毓毅说：“我们的目标就是要使青训体系和校园足球在上是一家人、一件事、一个目标，在下是工作渠道畅通没有矛盾，这是互相工作共同发展。”本月24日，教育部将召开校园足球会议，研究《中国足球青训体系建设“165”行动计划》。
195,195,　　职业联盟3月成立
196,196,　　在会员大会召开的同时，16日中国足协对于新赛季中超、中甲联赛规程的调整却“喧宾夺主”、引发热议。
197,197,　　在1月18日下午的分组讨论交流中，作为16支中超球队代表的延边富德队总经理于长龙表示，推动中国足球职业联赛的健康成长需要政策支持，中超球队拥护并支持已经出台并即将出台的政策。“中超球队期待新政落实，并希望早日迎来盈利的时代。”
198,198,　　此前曾有人担心，突如其来的规程改变将极大影响各支球队新赛季的引援备战工作，但中国足协职业联赛理事会执行局局长马成全表示，调整规程也并非十分突然，实际上早在2015年的联赛注册工作会议以及去年的俱乐部总经理会议中，有关今年联赛减少外援名额的消息均有所提及。“去年12月也向各俱乐部征求了减少外援的意见。”马成全说，“这次规程的调整实际上是《中国足球改革发展总体方案》出台后逐步调整落实的。”
199,199,　　马成全透露，自1月1日转会窗口打开后，截至目前中超球队只完成了3名外援的转会，且没有一家俱乐部真正签满了5个外援名额，“更多的球队应该是在观望。”
200,200,　　此外，即将成立的中国职业足球联盟（暂定名）也成为各家俱乐部关注的问题，蔡振华表示，原先的筹备工作组自去年5月成立后，职业联盟的成立本应在去年内完成，“但工作组的工作不到位导致联盟成立拖后，工作小组积极态度不够，在起草章程过程中，也没有征求投资人的意见。”蔡振华说，“今年3月成立职业联盟，这是硬指标。”（刘硕阳）
201,201,"　　,中新网,北京1月15日电(岳川) 在经过点球大战以5-4击败克罗地亚队后，国足在首届“中国杯”国际足球锦标赛中获得第三名。旨在通过本次比赛考察新人的主帅里皮，收获了一个较为理想的结果。"
202,202,　　纵观两场比赛，国足至少踢了一场半的好球。首战冰岛球员们体能状态不在最佳，上半场还能控制局面，但60分钟后体力下降明显，因此输掉了比赛。与克罗地亚一役，在全场大部分时间比分落后的情况下，新国脚们表现出了很好的态度与拼劲，结果也令人满意。因此从表现出发，本届“中国杯”国足将士可以被给予高分。
203,203,　　尤其是昨天下午这场比赛，里皮对弟子们的表现感到颇为满意，终场前追平比分，正说明球队没有放弃。
204,204,　　当然比赛也有遗憾，“中国杯”是经国际足联批准的国际A级赛事，参赛球队可获得国际足联正式积分，但由于中国杯的比赛时间不是国际比赛日，各队无法从俱乐部自由抽调国脚，桑切斯、莫德里奇、拉基蒂奇等球星也不可能在此时被批准离队，因此各参赛队只能以二线、甚至三线阵容为主。
205,205,　　对于错失了一次磨合主力阵容的好机会，里皮也显得遗憾。不过他赛前曾多次表示，将借“中国杯” 为未来寻找新力量，并告诫球员珍惜机会。击败克罗地亚后，里皮表示，“我希望从这些年轻球员中发现可以补充到国家队的后备力量，这个目标已经实现了。”
206,206,　　通过这两场比赛，确实有几名球员让人眼前一亮，比如在门前展现良好嗅觉的王靖斌、送出助攻的邓涵文、能适应多个位置的裴帅、两位门将池文一与石笑天等。还有尹鸿博，虽然他在与冰岛队的比赛中错失了一记单刀，但整体表现仍令人印象深刻。敢于做动作的尹鸿博在与克罗地亚的比赛中有一次灵巧的过人摆脱，并制造对手犯规，展现了球员的自信。而这种自信，正是里皮在接手球队后着重强调的。仅从这一点看，说“中国杯”完全是“鸡肋”已不合适。
207,207,　　“中国杯”上里皮的球队还有一大收获——打破了长达552分钟的进球荒。自从去年12强赛首轮2-3不敌韩国后，国家队便陷入了长时间的进球荒，因此王靖斌的破门如及时雨。同时这也是里皮入主国足后的首粒进球，能在与韩国队的再次交手前终结这个令人尴尬的纪录，意义自不必说。
208,208,　　此外，在与世界排名第14位的克罗地亚队过招后，国足的积分也会有提升。 虽然这并非一支球队的主要追求，但仍有其意义。
209,209,　　球队有所得，这才体现了杯赛的价值。当然对于国足上下而言，更重要的考验还在后面。里皮也表示，接下来球队要准备12强赛的比赛，那是国家队要面对的真正挑战。此前“银狐”曾透露，几位年轻球员有可能出现在国足下阶段的集训名单中。在与克罗地亚一战的最后时刻，全程严肃脸的里皮难得露出了笑容，相信他心中对此已有了打算。
210,210,　　目前12强赛已过5轮，中国队2平3负仅积2分暂时小组垫底。3月23日晚19：35分，国足将坐镇长沙贺龙体育场迎战韩国队，后者目前5战3胜1平1负积10分排名小组第二。比赛的重要性无需赘述，谁因“中国杯”而入了里皮法眼，届时就会有答案。(完)
211,211,"　　,中新网,宁德1月15日电 (叶茂)“我健身跑有七八年了，平常有空都会和朋友一起跑步锻炼，有助于个人体质的提升，也希望通过这些活动来推动全民健身。”福建宁德市市民陈先生15日如是对,中新网,记者说。"
212,212,　　当天，宁德市举办以“创文明迎省运·绽放青春活力”为主题的2017年青春健康跑活动，吸引近千名运动爱好者共同参与，以健身跑活动为载体，共推全民健身，共迎省运会。
213,213,　　福建省第十六届运动会2018年将在宁德举行。本届省运会以“新宁德、新省运”为主题，突出“绿色宁德、健康宁德、魅力宁德”和“全民省运、激情省运、和谐省运”的理念，是宁德市首次承办全省最高规格的大型综合性运动会。
214,214,　　体育场馆数量少、规模小、档次低，是宁德承办省运会的一大短板。为满足赛事需求，在调查摸底的基础上，该市确定新建市本级2个场馆和各县(市、区)12个体育场馆，确保2018年6月底前正式全部投用。
215,215,　　官方称，这将极大地促进宁德体育设施和配套设施整体的提升，为全民健身创造更多、更好的硬件条件。
216,216,　　当天的活动现场，近千名运动爱好者在骑行团的带领下，开启了健康跑活动。活动全程8公里，主办方在中途设置了补给站，并在活动结束后，举办抽奖活动，抽取健身车、动感单车、踏步机等健身奖品。
217,217,　　宁德市政府副秘书长施勇表示，活动有利于进一步促进宁德体育文化与群众日常生活的融合，力争把筹备省运会的过程，作为体育知识普及、全民健身开展、群众体育推进的过程，让群众拥有更多获得感。(完)
218,218,"　　,中新网,福建诏安1月15日电 (记者 张羽)15日，随着2016全民健身百村行(诏安官陂站)的成功举办，该项持续半年的福建体育下基层活动也宣告完美收官。福建通过全民健身的“乡村实践”，将体育惠民的理念根植基层。"
219,219,　　“全民健身百村行”是2015年首届全国青运会在福建举办之时，福建省体育局、福建省农业厅等单位联合开展的一项“接地气”的体育惠民活动。自2016年7月第二季活动启动实施以来，“全民健身百村行”已相继在宁德福安市、泉州市永春县、福州市连江县、三明市大田县等地成功举办。
220,220,　　作为年度收官之作，官陂站继续展现着“农味”、全民健身与“体育+旅游”的独特魅力，继续开展“四个送”，即送全民健身宣传到广大农村、送全民健身活动到老百姓身边、送科学健身指导到农村基层、送健身器材给广大农民；“四个村”，即村运、村游、村跑、村宴。
221,221,　　官陂站活动的每个项目都贴近农村切入实际，为广大农民朋友喜闻乐见，包括软式飞镖比赛、传统弓箭比赛、企鹅漫步接力比赛、赶鹅比赛、端水接力赛、美丽乡村欢乐徒步等。
222,222,　　福建省社会体育指导中心主任马永鑫表示，第二季“百村行”活动的举办进一步将全民健身宣传从城市向农村辐射，吸引了广大农民关注全民健身、参与全民健身、分享全民健身，真正实现全民健身运动下农村、下基层，让体育健身成为农民生活和节日的一部分，让农民朋友真正享受到全民健身带来的健康和快乐。
223,223,　　本次活动中，诏安县文体局同时开展了文化科技卫生“三下乡”活动，在现场举行春联义写、义送、健康义诊和灯谜竞猜等群众喜闻乐见的活动项目。村民们反响热烈，把书法家们团团围住、求取春联，灯谜现场不断爆发阵阵欢笑声，义诊现场专家为村民免费体检并提供相关建议。
224,224,　　此次活动的牵线者李跃光，是省体育局派驻诏安县官陂镇陂龙村的第一书记。李跃光驻村三年，争取资金建设村部及文化中心，为村民提供了文化活动场；推进全民健身工作开展，争取了国家体育总局捐赠近30万元健身器材，并规划投入30万元建设全民健身广场。
225,225,　　李跃光说，有了活动硬件、软件的配套，才能真正帮助基层民众感受全民健身，基层民众才真正有机会从活动中汲取体育的养分。(完)
226,226,"　　,中新网,沈阳1月15日电 (记者 朱明宇)瑞士国家旅游局15日来到中国东北辽宁推广冰雪运动，促进两国之间的体育文化交流。"
227,227,　　当日上午，在省会沈阳怪坡滑雪场里，主办方举行了一场滑雪族HIGHSNOW三人接力赛。这是中国首个单双板混合滑雪三人制趣味接力赛，重在展示参与感和娱乐性，吸引了百余名滑雪爱好者参加，年龄最小的参赛选手只有8岁。
228,228,　　主办方还举办了“瑞士之夜”活动，工作人员现场将瑞士特色美食烤奶酪、热红酒等奉献给中国民众。
229,229,　　据瑞士国家旅游局中国区域经理白松德介绍，瑞士是世界滑雪胜地，阿尔卑斯山区拥有世界上海拔最高的滑雪地带和最长的雪道，近年来中国每年超过百万人次民众前往瑞士观光滑雪，促进了两国之间的体育文化人文交流。
230,230,　　白松德表示，北京获得2022年冬奥会举办权以后，将吸引越来越多的中国民众参与到冰雪运动中。辽宁拥有良好的冰雪运动环境，希望通过本次面向大众的滑雪比赛，让更多的人感受到滑雪乐趣。
231,231,　　据悉，主办方接下来还将在北京等城市继续推广冰雪运动。(完)
232,232,"　　,中新网,沈阳1月15日电 (赵桂华)被称为“世界上最难坚持下来的比赛之一”沈阳康平卧龙湖冰湖半程马拉松赛1月15日正式上演，来自北京、天津、山东、黑龙江等全国各地的400余名长跑爱好者齐聚康平，在千里冰封的卧龙湖上一展身手。"
233,233,　　这场比赛被选手们称为“最东北·最年味·最民俗”。比赛设置半程马拉松、10公里冰湖跑和5公里冰湖跑。整个比赛线路就在康平卧龙湖冰面之上，选手们跑过冰封的卧龙湖，前10名完赛的选手将由“契丹公主”献上奖励，所有完赛选手都将得到完赛奖牌—1把具有浓浓中国风的“长命锁”，寓意长命富贵、福寿万年，这既是选手勇闯冰湖的荣誉见证，也是组委会送给参赛选手的真挚祝福。
234,234,　　据了解，本次比赛为第五届康平卧龙湖大辽文化冬捕节中的一项活动，广大游客除了能够观看一场精彩的冰上马拉松之外，还可以到捕鱼现场观看马拉爬犁传统捕鱼活动，在冰雪祺州城内戏冰雪、购年货，找寻浓浓的年味儿。(完)
235,235,　　培养新秀不应止于强令上场(体坛观澜)
236,236,　　晨 曦
237,237,　　推出增加23岁以下(U23)球员上场规则后，中国足协还应配套更多细则，以避免球队出现23岁以下球员无人可用的情况
238,238,　　在中国足协日前推出的18条促进职业联赛健康稳定发展的措施中，调整外籍球员上场规则、增加23岁以下(U23)球员上场规则对新赛季中超联赛的影响最为直接。
239,239,　　减少一名外援出场，对中超球队而言影响不会太大，毕竟此前广州恒大和河北华夏幸福都曾有过仅有一名外援出场甚至“全华班”但取得不错战绩的情况。限制外援数量的最大的问题就是会出现“资源闲置”，让重金购入的大牌球员不能进入比赛大名单而坐在看台上。
240,240,　　相比之下，增加23岁以下球员上场规则的影响更大，上赛季中超联赛的最佳新人评选，虽然没有出现空缺，但寥寥几人的竞争局面还是颇显尴尬，这也是中超年轻力量匮乏的一个直观表现。如今，让16支中超球队必须有1名23岁以下球员进入首发名单、1名进入18人大名单，无疑会增加年轻球员的上场机会，但不会立刻改变年轻球员数量不足、能力不够的问题。
241,241,　　现在每支中超球队可以有30名球员报名，除去5名外援和3名门将外，22个名额中，至少要给23岁以下球员留出4—5个位置，这样才能应对漫长赛季中出现停赛、伤病等意外。即便如此，球队还是有可能出现无23岁以下球员可用的情况，出场1分钟即被换下的局面对联赛将是一种伤害，而且如果年轻球员受伤后为了充数而进入18人名单，对其他球员也有失公平。
242,242,　　为此，中国足协还应配套更多细则，以避免球队出现23岁以下球员无人可用的情况。比如，可以采取更加激进的年轻化措施，让一线队注册名额借鉴欧洲联赛经验，从30人收缩到25人，一般来讲，球队会配置3—5名外援，15—18名左右的成熟球员，以及3—5名左右的年轻球员(23岁以下)，一线队肯定要注册年轻球员，以保证他们的状态并能了解教练员的战术。与此同时，还应该允许预备队球员随时进入一线队名单，以确保25人名单中不会有伤病人员。
243,243,　　此举，一方面可以精简一线队阵容，让更多球员流向中甲和中乙，充实足球“金字塔”的塔基，另一方面可以全面推动俱乐部的青训建设，更好地促进中国足球职业联赛的健康稳定发展。
244,244,　　春节前后硬仗多 莫里斯归来在即仍需时间恢复
245,245,　　原标题：冲击季后赛 首钢有点“累”
246,246,　　多让老马休息休息，是首钢国内球员的责任
247,247,　　北京首钢队在上轮主场击败江苏同曦队，他们仍然位列积分榜的第八位。今晚他们将在主场与排名第九的江苏肯帝亚队交锋，这场比赛被看作是“一场顶两场”的比赛，如果北京队获胜，那么他们领先对手的胜场将继续扩大，这为后边争夺季后赛席位奠定相对较好的基础。而在打完江苏队后，北京队还有不少硬仗要打：比如过完春节后，他们将去客场与广东队、深圳队、上海队这些强队碰面；此外还有主场与辽宁队的强强对话。
248,248,　　这些比赛的胜负也会在一定程度上影响着北京队的季后赛席位，可以说北京队在之后的每场比赛都是全力要争胜的硬仗。而莫里斯则会在春节假期时回到北京，但他何时能复出现在还没有明确的时间表。
249,249,"　　,一场顶两场的较量"
250,250,　　目前北京队16胜13负，他们领先江苏队一个胜场。而今日两支球队直接交锋，这场比赛的重要性不言而喻。因为江苏队曾经在本赛季第一次交锋时主场击败过北京队，所以今日这场比赛北京队要想保持住对江苏队的主动性，让自己继续留在前八的位置，这场球是必须要拿下的比赛。而北京队对此的态度也很明确：球队要集中精力打好接下来的每一场比赛，争取更多的胜场。
251,251,　　今日这场比赛北京队需要延续上场击败江苏同曦队的态势：在进攻上他们要能让自己的分数达到110分左右，如果达到这样的水平，那么这就是一个重要的赢球保证；在防守上北京队要能将对手的分数控制在100分以内。历来，北京队在防守上都做得比较到位，他们需要在这方面继续保持。
252,252,　　接下来硬仗太多
253,253,　　北京队在春节放假前还有两场比赛，除了主场对阵江苏队外，剩下就是客场打广州队。相比较而言，与广州队的较量对于北京队的挑战并不是很大。春节过后，北京队将迎来不少强队，他们将面对很大的挑战：首先他们会连续打两个客场，分别与广东队与深圳队交锋。然后北京队会回到主场，他们将与吉林队、辽宁队对话；接下来北京队将再打两个客场，对手分别是上海队与福建队。北京队本赛季常规赛最后一个对手是四川队，他们将在主场作战。
254,254,　　客观地说，在这些北京队将要面对的对手中，强队不少，广东队、上海队本赛季都曾经在五棵松体育馆击败过北京队，北京队又将在客场挑战他们，获胜的难度可想而知。
255,255,"　　,莫里斯复出时间难定"
256,256,　　此前膝盖部位受伤的莫里斯已经确定在春节假期时回到球队，但他何时能重返赛场，现在还没有明确的时间表，这主要取决于他伤病恢复的程度。莫里斯已经接受了三针的治疗，他对北京青年报记者说：“现在受伤的部位还是有疼痛的感觉，但一切都在向着好的方向发展。”而莫里斯也透露，在返回北京前他将会进行最后一针，也就是“富血小板血浆”治疗，在接受完这个治疗后，莫里斯将先进行一些有氧训练，然后才是篮球方面的训练。现在也无法确定莫里斯重返球场的具体时间。不过，春节假期CBA暂停，这对于急需恢复的莫里斯来说无疑是件好事。
257,257,　　但无疑莫里斯恢复速度的快慢，状态好坏，都将对于北京队争夺季后赛席位有着重要影响。莫里斯表示：“我会让自己尽快好起来，我也想快点重返球场，帮助球队。”
258,258,　　文/本报记者 宋翔
259,259,　　扬子晚报讯（记者 汤敏）北京时间1月21日凌晨，德甲结束冬歇期，进行第17轮首场较量，拜仁客场严寒中2比1逆转弗赖堡，取得德甲6连胜，创造连续6个赛季夺得半程冠军的德甲纪录。
260,260,　　拜仁此前德甲5连胜，近10场年度德甲首战4负，且全都在客场。与冬歇期之前相比，安切洛蒂只更换1名首发，蒂亚戈伤缺，穆勒首发出场。弗赖堡2014年秋季以来首次连续4轮德甲不败（2胜2平），本赛季前16轮拿到23分。近4次德甲主场对阵拜仁仅1负（1胜2平），近12场年度首战仅1负（7胜4平）。弗赖堡的哈贝勒开场不久首开纪录，不过拜仁射手莱万随后扳平比分。终场前，替补出场的里贝里助攻莱万绝杀，拜仁延续2010年8月（0比2负凯泽斯劳滕）以来德甲对升班马连胜纪录（27连胜）。
261,261,"　　,中新社,汕头1月15日电 (李怡青 陶怡)香港中文大学与汕头大学海洋划艇友谊赛15日在广东汕头广澳湾海域举行。经过三轮紧张激烈的比赛，最终，香港中文大学校友划艇队获胜。"
262,262,　　据介绍，此次比赛总耗时约一个小时。两支队伍分别划两艘R45海洋划艇前往比赛起点。第一局比赛距离2.5公里，香港中文大学获胜。第二局比赛距离2.5公里，汕头大学划艇队获胜。第三局比赛距离5公里，香港中文大学获胜，汕头大学落后三秒憾负。
263,263,　　记者获悉，在李嘉诚基金会的支持下，2015年10月汕头大学启动海洋划艇项目。作为汕头大学教育改革项目“高级户外拓展”之海洋划艇活动，汕头大学选拔20名普通本科学生，通过1年多的训练，将于2017年初从汕头出发划艇到香港。
264,264,　　此次划艇赛即为“海洋划艇”项目顺利完成汕头至香港的划艇任务热身，同时为了加强汕头大学与香港中文大学的联系与交流，共同为推广海洋划艇运动，支持环保与公益作出贡献。
265,265,　　此次莅汕参赛的香港中文大学校友划艇队队员有：赵德颖、吴咏希、郑智仁等。(完)
266,266,　　国安预备队小负权健
267,267,　　本报讯(记者 张巍)昨天下午，正在海口进行冬训备战的国安预备队迎来了或许是最强的一个对手：在与中超新晋土豪天津权健的比赛中，国安预备队小将尽管0比1输掉比赛，但是表现依然值得肯定。
268,268,　　在结束了深圳的冬训之后，权健全队转场赶到了海口。卡纳瓦罗原本希望可以和国安安排一场热身赛，但是由于国安早已经订好了24日的热身赛，权健只能在昨天与国安预备队交手。在上半场比赛卡纳瓦罗派上了全部主力，格乌瓦尼奥和新近加盟的维特塞尔都首发上场，而正是这两名外援决定了比赛：维特塞尔制造点球，格乌瓦尼奥操刀命中，中超新土豪就利用一个点球战胜了国安预备队。
269,269,　　客观地说，昨天比赛的上半场基本上是天津权健主导进攻，国安小将们基本没有太多机会，但是当下半场权健进行换人调整之后，97年龄段的国安预备队开始获得更多机会，甚至在比赛行将结束的时候创造出将比分扳平甚至反超的机会。这支为了3月份全运会预选赛而进行备战的队伍，从昨天比赛中收获的应该是信心。
270,270,"　　,中新网,中山1月15日电 (记者 唐贵江)2016年“黄加蓝杯”首届亚洲少儿中国区毽球赛于14日至17日在中山市小榄镇中国国际毽球交流中心举行，本次比赛有来自河南、广州、佛山、东莞、江门、中山等省市的44支代表队，共230多人参加。"
271,271,　　全国幼儿体育(球类)专家指导委员会主任、亚洲毽球联合会顾问胡建国，原国家体育总局社体中心副主任邹积军，广东省体育局青少年体育处处长吕劭华，亚洲毽球联合会副主席、小榄镇党委副书记曾顺秋等出席了开幕式。
272,272,　　整项赛事为期四天，首先进行的是个人计数赛、四人团体混合接力计数赛，接下来几天将分别进行三人赛、男子双人赛、女子双人赛、混合双人赛、男子单人赛、女子单人赛等项目，本次毽球赛将于17号上午闭幕。
273,273,　　胡建国表示，本次比赛是亚毽联继成年、青少年后举办的第三项亚洲毽球赛事。毽球运动是我国民族传统运动项目，适合广大少儿接触并练习。本次比赛在中国举办，是进一步推动全民健身、健康中国事业发展的一大举措。
274,274,　　中山小榄是中国著名的“毽球之乡”，涌现了多名毽球世界冠军，同时毽球运动也深入全镇各中小学，成为“必修”体育课程。
275,275,　　中国毽球训练中心主任、亚毽联技术与发展办公室主任张铁林表示，除了举办亚洲毽球赛外，亚毽联还将组织专家，编写毽球教材、视频，在亚洲推广毽球，同时进一步加大毽球教练员、裁判员的培训力度。接下来，亚毽联还将前往中华台北、印度等地，展开毽球交流，让毽球运动在亚洲青少年中“生根发芽”。(完)
276,276,"　　原标题：六年无三大赛冠军头衔 ,丁俊晖状态堪忧"
277,277,　　丁俊晖“击球雷达”如何修，还是个问题
278,278,　　斯诺克·伦敦大师赛
279,279,　　本报讯(记者 刘艾林)北京时间昨天凌晨，2017斯诺克伦敦大师赛结束了最后一场1/4决赛的争夺，中国选手丁俊晖在与老对手乔·佩里的对决中以1比6惨败尴尬出局，且全场单杆最高分仅为54分，今年将满30岁的丁俊晖已面临6年没有斯诺克三大赛冠军头衔的境地，状态堪忧。
280,280,　　世锦赛、英锦赛以及斯诺克大师赛被称为斯诺克的国际三大赛事，丁俊晖上一次在三大赛中夺冠就是在2011年的大师赛上，当时决赛上演中国德比，丁俊晖击败傅家俊后夺冠。自那以后，丁俊晖虽然在排名赛中偶有斩获，但距离斯诺克最重要赛事的王者头衔却是越来越远。丁俊晖与乔·佩里是非常熟悉的老对手，在此前双方的16次交锋中，丁俊晖取得了13胜3负压倒性的胜利，心理上占据着优势，但昨天他在比赛中却是手感全无，整场比赛只有一次打出了一个单杆54分，其余时间不是失误频频，就是只能干坐板凳上观看对手表演。虽然乔·佩里在比赛之后依然盛赞丁俊晖是斯诺克界最伟大的球手之一，但国际台联网站上对于丁俊晖的表现却是一点儿也没有客气：“丁俊晖在本场比赛中死气沉沉，多次出现非受迫性失误，一贯精准的击球雷达出现问题。”6年前的这个时候丁俊晖捧起了大师赛的冠军奖杯，此后他就再也没能在斯诺克传统三大赛上有所斩获。同时，与丁俊晖同时代的球员罗伯逊、塞尔比和墨菲却相继完成了大满贯的伟业，丁俊晖迫切需要找到症结。
